,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_sqrt,Sulfatos_log,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_sqrt,aleatorio2_sqr,Beneficio
4848,0.705,1.22,60.0,0.088,0.96618,3.32,1.93,9.4,5,1.0,B,**,3.0,0.0,0.8490265639145129,0.22320667413946227,12.913312142676581,60.73972840281869,22.00949213343283,10.321960944052389,1.1930066926917775,1.803095100926058,1.5217551841050452,1.6281576887378693,2.1575230219663686,1e-08,1.7142106223132172,0.5962945104967378,666
4849,0.11,0.29,1.7,0.53,0.9927,3.49,-2.32,10.5,2,1.77,MM,*,1.0,0.0,0.13197164864667388,0.9925720927131615,7.9379544615665685,20.334445877429346,8.750906289967247,21.319789123209116,1.3236604594554333,1.8727044005473688,-9.210340371976182,1.72078388012311,1.3645593560288818,0.2736757904664399,0.675534428587967,11.830594604801341,281
4850,0.42,0.1,8.1,-0.361,1.0739,3.04,0.52,14.2,2,1.0,R,**,3.0,0.0,0.13837253373737468,0.6600863063065292,10.37985144743291,16.26073590280968,9.912815371451124,3.1897315247111906,1.5821884576735137,1.6821769477994597,1.1186510928241102,2.001123724827293,1.3645593560288818,1e-08,0.6917399749901324,5.229668991131156,368
4851,0.0,2.07,-58.6,-0.548,0.9934,3.13,0.48,2.8,4,1.71,R,***,3.0,0.0,0.05284830868199775,0.682758536805612,7.150073021966931,165.13245805514367,1.3583890476978295,1.4202614088253882,1.3266213070186355,1.7219697387968875,1.104466924575206,0.888650236721069,1.9297524380738358,0.23269425394775947,0.42714384684230244,5.595357281757796,662
4852,0.71,-0.65,-25.9,0.036,0.9929,3.08,0.55,9.0,2,1.96,M,**,3.0,6.666666666666667,0.6383856329882323,0.2773031709348185,12.960225646156177,6.727934051772959,4.569576197028331,9.28749473497307,1.3245084433496994,1.6999776320054076,1.129158728903081,1.5931407870954277,1.3645593560288818,0.4253677259169082,1.486391368013607,0.9211232835720663,344
4853,1.26,-1.11,14.9,0.051,0.99835,3.15,0.54,9.0,2,8.28,M,***,1.0,0.0,0.3329239372431013,0.8563748165800875,18.640020141969377,3.915764191129379,11.226677953402207,9.58029409141673,1.3470137038028394,1.7306883353560871,1.1256684370070575,1.5931407870954277,1.3645593560288818,24.45508655824211,1.0732973164587656,8.80529726716215,511
4854,0.24,0.27,10.3,0.846,0.99742,3.04,0.45,8.8,2,1.28,M,Desc,2.0,6.666666666666667,0.8326832824925439,0.591217606820333,8.922166332698326,19.861503278456823,10.328944019503373,31.60122962225262,1.3432528116653866,1.6821769477994597,1.093695186496649,1.5753404779800582,1.3645593560288818,0.03621274977879284,1.6976288863053586,4.194638508670448,273
4855,0.2,0.4,1.5,0.037,0.98913,3.46,0.5,11.4,2,1.83,B,***,2.0,0.0,0.177401734597475,0.06075031686412702,8.613207380731344,23.144275190703553,8.715763310330795,9.30687332088374,1.3082420847179306,1.8606096507922811,1.1115841573174539,1.793013362705992,1.3645593560288818,0.31797949335601416,0.7833316262266334,0.043668783086615676,956
4856,0.33,0.14,10.3,0.531,0.99475,3.21,2.13,6.6,2,1.0,R,**,1.0,0.0,0.27305415293204205,0.8648864756108513,9.63722869738497,17.04435802070843,10.328944019503373,21.349144475644596,1.3322761653266504,1.7565845019679054,1.5677393160954025,1.3642940358191955,1.3645593560288818,1e-08,0.9719674456145883,8.981300094621712,572
4857,0.28,0.3,8.3,0.026,1.00058,4.28,0.58,19.2,1,3.89,B,***,3.0,6.666666666666667,0.07376612927941895,0.7253817599503279,9.236569311403342,20.57512370979586,9.950291709407413,9.094819649467311,1.3559056250540296,2.1670403590249325,1.1395571016703416,2.3269067043355394,0.9649150833430776,3.854151761310264,0.5048379958410699,6.316294514861497,778
4858,-0.51,0.32,106.5,0.342,0.9911,3.28,1.99,15.3,2,6.58,B,****,2.0,0.0,0.7287194484053513,0.07134724278157645,4.035106057693259,21.065059055830158,36.891689343517015,16.15978293432663,1.3168171799245953,1.7863222770185523,1.53577380134696,2.0771846005499763,1.3645593560288818,14.367466549752645,1.588099681349136,0.06037336945642176,1247
4859,-0.17,-1.14,16.3,0.051,1.0316,4.89,0.54,14.7,2,2.44,MM,*,2.0,6.666666666666667,0.7969195422824857,0.7593009416665611,6.013417967586646,3.779951188470964,11.507325646515566,9.58029409141673,1.464600897606297,2.3694271603507264,1.1256684370070575,2.0360491219339876,1.3645593560288818,0.9569795554811767,1.660765899911008,6.921216523532401,128
4860,0.18,0.0,-62.9,-0.271,1.0129,2.39,1.04,12.5,3,1.77,B,***,2.0,6.666666666666667,0.037116787504668514,0.11510732320325401,8.460769414774614,14.455698009804815,1.07674304031709,4.2930898477655575,1.4021312933567265,1.3606592033026863,1.28678295822908,1.8775240668331135,1.6712221139600012,0.2736757904664399,0.3577643429243903,0.15794626855537217,747
4861,-0.45,0.22,2.6,0.267,0.99805,3.07,0.52,11.8,3,2.76,M,***,2.0,0.0,0.4959725755382606,0.27368424196045216,4.355638783770358,18.726712867722608,8.909924707701224,14.300451729591904,1.345803955493817,1.6955449810948724,1.1186510928241102,1.8241975799598713,1.6712221139600012,1.4295089128224723,1.3101066670191708,0.8971972785052981,526
4862,0.29,0.18,8.2,0.042,0.99644,2.89,0.65,9.1,3,2.53,M,**,2.0,0.0,0.5185980125542393,0.5012308980029653,9.316020685257413,17.865743719993063,9.931544701950784,9.40406918869189,1.339255235864813,1.6136764817234532,1.163407563376108,1.601966772589038,1.6712221139600012,1.080327208917096,1.3396641868204147,3.0140466926910805,311
4863,0.22,0.3,1.8,-0.086,1.00005,2.01,1.19,15.9,3,5.49,B,***,2.0,0.0,0.18833402968353818,0.48539069374341526,8.76700635337258,20.57512370979586,8.768504295220927,7.074836968923232,1.3538081342936725,1.1311273775440318,1.3304568415696492,2.117521122113253,1.6712221139600012,9.302721976980415,0.8071256920351638,2.8263782571352096,504
4864,0.46,-1.48,24.1,0.303,0.97203,1.33,1.14,9.5,2,1.86,R,***,2.0,0.0,0.01530975284440872,0.8374515945240204,10.718752546459076,2.5336250936114784,13.134359144035683,15.178753197539844,1.2255601850981472,0.5059346092588729,1.316109775179447,1.636794865695925,1.3645593560288818,0.3413771571898865,0.22914551743132497,8.420245853443339,674
4865,-1.3,1.56,25.3,0.565,0.95172,2.44,-0.61,12.6,3,2.45,B,**,1.0,0.0,0.628197130689998,0.8848980703773602,0.9571534834872854,90.61846172212142,13.394217546570983,22.359243009224638,1.0985497088775167,1.3880379315947415,0.6113620012155623,1.8850189904905081,1.6712221139600012,0.9703157207106243,1.4744797660341342,9.401957766617809,503
4866,1.31,-0.39,38.2,0.044,0.9972,5.26,0.5,9.1,3,1.43,R,*,1.0,0.0,0.7505692297921939,0.14972531022651359,19.20740284680327,9.135759585075093,16.348458458975102,9.443088907000726,1.3423585021410047,2.484165498735474,1.1115841573174539,1.601966772589038,1.6712221139600012,0.08537350554240401,1.6117370218846943,0.2677481405236931,591
4867,0.45,0.4,-5.2,0.178,0.9937,3.77,2.47,15.0,3,2.63,M,*,3.0,6.666666666666667,0.5313737286921241,0.29537357414755827,10.633516894195843,23.144275190703553,7.579333778542236,12.241434925542952,1.327884195387658,1.9820329036383642,1.6413641512668908,2.056719705221172,1.6712221139600012,1.2261469851024211,1.3560696154131908,1.0453040337754071,384
4868,1.82,0.39,7.6,0.637,0.97818,3.11,1.69,5.2,3,2.2,R,**,1.0,0.0,0.3284704760255047,0.08190979917613472,25.48058582247851,22.873544668585676,9.819433873307348,24.575342690003982,1.2571972668415912,1.7132067734301126,1.4636287491896496,1.2109907491635195,1.6712221139600012,0.6645963097318914,1.0660914319249357,0.07971018950012226,671
4869,0.33,0.12,48.7,0.045,1.02879,3.56,0.64,9.1,3,3.24,R,*,3.0,0.0,0.917004069672994,0.8619318253209852,9.63722869738497,16.64793694148544,18.970234571475576,9.462629059980623,1.4557169367680094,1.9006261959281712,1.1600349844446844,1.601966772589038,1.6712221139600012,2.315485155282091,1.781524717392503,8.920006918678821,431
4870,1.73,0.67,11.7,0.029,0.91473,3.02,0.34,7.5,4,5.14,B,***,3.0,6.666666666666667,0.7830637654797487,0.6937939203066081,24.309245966810444,31.799232196596794,10.598207752329042,9.152410118340677,0.1,1.6732055913433064,1.0531753743308172,1.4543376406194444,1.9297524380738358,7.908979494071165,1.646262417364417,5.777821916760779,755
4871,0.31,-2.27,1.6,0.555,0.99347,4.5,0.42,16.3,3,1.43,R,***,2.0,0.0,0.4308272214724429,0.5444508996853368,9.47594418797894,1.0001000050001667,8.733325961670536,22.059731699192092,1.3269163036037783,2.2421395091524396,1.0828061534597992,2.1439905770513477,1.6712221139600012,0.08537350554240401,1.2210123052325494,3.556781695375843,468
4872,0.98,0.31,-24.3,-0.357,0.99216,2.98,0.31,4.0,3,2.73,B,****,1.0,6.666666666666667,0.48286996973603713,0.7094760214887215,15.619873266960257,20.81865019706756,4.775204073950676,3.2352959804141013,1.321362725833729,1.6551170004841642,1.0418334956298392,1.0621200115297786,1.6712221139600012,1.3811950012068959,1.2926806422804527,6.042153889129285,755
4873,0.04,0.44,34.6,-0.518,0.9944,3.6,0.36,14.8,4,1.15,R,Desc,1.0,6.666666666666667,0.7450214783669585,0.047387006262374576,7.431811840243747,24.259622371210728,15.494427908618052,1.6565723139261712,1.3308170032660043,1.9163988630395286,1.060665785740293,2.0429625546985593,1.9297524380738358,0.010402158103182315,1.605768359095981,0.026451983213004723,259
4874,0.18,0.26,-4.8,0.041,0.9926,2.78,-0.94,13.6,3,3.39,R,*,3.0,0.0,0.7492150213735131,0.34174023846164014,8.460769414774614,19.629173032280775,7.644953021175467,9.384589623362954,1.3232358556348731,1.5615341678098702,0.39696510527421097,1.9583912592311217,1.6712221139600012,2.6359561646687037,1.6102821098844804,1.3998502144246388,419
4875,1.75,1.1,1.3,0.039,0.9908,3.13,1.15,11.0,3,3.87,B,Desc,3.0,0.0,0.9853983106809097,0.7260663742054021,24.567161950816573,52.74138015267901,8.680691038522216,9.34569108035604,1.3155221188684103,1.7219697387968875,1.318995702784273,1.7612771011266364,1.6712221139600012,3.80099438228341,1.8467769650351915,6.3282305875946205,547
4876,0.37,0.7,48.05,-0.669,1.03763,2.23,-0.78,15.5,5,1.0,B,*,1.0,0.0,0.1893163495520117,0.03600995400097007,9.96388073625056,32.94177319554523,18.802275309614107,0.6516402533683883,1.4831374114067033,1.2690842387678898,0.5066570369739044,2.0907165782828065,2.1575230219663686,1e-08,0.8092294485356767,0.015177458501319258,595
4877,0.19,1.24,47.7,0.03,0.994,2.79,0.32,6.1,3,1.06,MM,*,3.0,0.0,0.2573654882951022,0.4874789426715789,8.536818271917417,62.18606429235193,18.712145053820272,9.171647333065774,1.3291434907809485,1.5663461059549917,1.0456284329592842,1.311601445298962,1.6712221139600012,0.001669244463102501,0.9436167270371534,2.850773819527908,345
4878,0.06,1.49,-56.2,0.043,0.9948,2.4,0.47,12.3,3,1.0,R,**,3.0,0.0,0.9551631500594292,0.49755915147983065,7.574722759408917,83.45375740326836,1.5297990926618168,9.423568949904483,1.3324842260984386,1.366178844051906,1.100889222004193,1.8624437375644272,1.6712221139600012,1e-08,1.8182196061832923,2.9700082610037057,509
4879,0.31,-0.71,-22.0,0.038,1.03417,3.18,0.53,11.9,2,1.47,R,***,1.0,0.0,0.817551013315368,0.6624919349797062,9.47594418797894,6.269328811374686,5.078722262226903,9.326272102678063,1.4725869005051555,1.7436844936357407,1.122165920292877,1.8319106920654595,1.3645593560288818,0.10198977158197718,1.682130101155651,5.267884198422593,743
4880,0.22,-1.13,60.2,-0.539,0.99326,1.93,0.3,16.4,2,3.61,B,**,1.0,0.0,0.47026563508441943,0.3803955112153298,8.76700635337258,3.824690566370721,22.06531715272239,1.4892461693503711,1.3260307227700738,1.0765871135249696,1.0380241018724061,2.1505570365505933,1.3645593560288818,3.143539248240009,1.2756926871420076,1.7349344130304312,654
4881,0.65,0.33,0.9,-0.336,1.02925,2.8,-0.96,11.4,3,5.03,R,*,1.0,6.666666666666667,0.26348882479108104,0.2820775131989317,12.40287775697463,21.31438440173779,8.610758618388681,3.4798107923134136,1.4571824035781908,1.5711433066538096,0.38236729461357977,1.793013362705992,1.6712221139600012,7.494293589295138,0.9547822729303457,0.9531697931221115,567
4882,-0.69,1.61,42.3,0.405,1.02385,3.35,-1.25,8.2,3,1.23,MB,***,2.0,6.666666666666667,0.24176769375188067,0.9492790315330967,3.147002240425408,96.10970634813332,17.34900744012314,17.80941265254538,1.4396926645839183,1.8155730341111747,0.14255973390516627,1.5206899038688444,1.6712221139600012,0.024439951150497304,0.9145594007195512,10.820597521670324,1166
4883,1.45,-0.35,66.0,-0.175,0.9906,3.74,-1.15,13.5,3,3.02,B,****,1.0,6.666666666666667,0.4656122902469092,0.6127688926610945,20.84132789259809,9.576021533701498,23.7150006172446,5.650314241614943,1.3146566153068946,1.9706092793593104,0.2318974227968394,1.951178195670646,1.6712221139600012,1.883019944652664,1.2693635108560644,4.506276415983902,1266
4884,0.29,0.49,89.8,0.126,0.9976,3.05,-0.97,10.5,6,1.15,R,**,3.0,0.0,0.4980340810280408,0.001123701894091611,9.316020685257413,25.729692801047534,31.10704451771362,11.112451980965455,1.3439831931254627,1.6866447314448316,0.37498769268206816,1.72078388012311,2.363443823825282,0.010402158103182315,1.3128273407487303,5.051053549394801e-06,856
4885,2.73,2.06,47.8,0.043,0.99868,3.23,0.05,14.2,2,3.44,B,***,3.0,6.666666666666667,0.7897471368145764,0.27515742724902115,38.87227835563933,163.2008185365368,18.737874459279436,9.423568949904483,1.348340673215962,1.7651321325496394,0.9377434750386483,2.001123724827293,1.3645593560288818,2.747393954423816,1.653274095700933,0.9068990260066389,793
4886,0.17,0.61,9.7,0.044,0.99746,2.16,-0.05,5.0,1,1.0,MM,**,3.0,0.0,0.5725899180594373,0.6378003531203628,8.38506080930294,29.631658255803234,10.214605894281911,9.443088907000726,1.3434152216265656,1.226872707443671,0.8946350760983756,1.1874757465375962,0.9649150833430776,1e-08,1.4076929947991466,4.882254209785989,345
4887,0.87,1.65,3.1,0.041,0.97986,2.58,-0.06,12.8,2,4.01,M,***,2.0,0.0,0.9703810796455593,0.2763690280606108,14.506370978092004,100.7413350818696,8.998886966602884,9.384589623362954,1.26543743825257,1.4619731971495344,0.890220238755055,1.8999201405465587,1.3645593560288818,4.180847757003475,1.8326486893176566,0.914917192901923,734
4888,0.28,1.63,53.4,0.048,0.9592,3.48,3.38,4.6,2,1.14,R,**,1.0,6.666666666666667,0.8702186648280933,0.7799192031803682,9.236569311403342,98.39827301247405,20.20693358831475,9.521370694222238,1.1503080496233329,1.8686815152472553,1.8152968220271546,1.1389902355708847,1.3645593560288818,0.009062704768629666,1.7354760291914515,7.302442964539,518
4889,2.55,0.4,14.0,0.05,0.95744,4.1,0.58,9.6,3,1.89,M,**,3.0,6.666666666666667,0.3348268759081796,0.4258234217288678,35.999826792358334,23.144275190703553,11.048091144304143,9.560632763134914,1.1387542869734861,2.10360236793798,1.1395571016703416,1.6453867038908638,1.6712221139600012,0.36560536261648213,1.076361639576063,2.174639847136712,386
4890,-0.47,-0.14,57.6,-0.468,1.02925,3.1,0.44,9.6,3,1.08,M,*,2.0,0.0,0.2672833663314984,0.9295834075850128,4.24743353506015,12.260198048925364,21.34510711253233,2.090815589734389,1.4571824035781908,1.7088084392710954,1.0900786673947154,1.6453867038908638,1.6712221139600012,0.0029639151443353285,0.961636338631989,10.376024107192496,323
4891,0.4,1.86,5.3,0.038,0.99378,2.99,3.13,18.8,2,4.56,M,Desc,2.0,0.0,0.8903169914137339,0.39479868393533146,10.21244240794659,128.97931729477406,9.395570961989822,9.326272102678063,1.3282203578203076,1.6596576308667998,1.7704470026027246,2.302540970057315,1.3645593560288818,5.848234724441028,1.7554058811505415,1.86897435584219,303
4892,-1.11,0.2,16.0,0.044,0.99862,3.22,0.46,12.9,1,1.12,B,***,1.0,0.0,0.48037788655364533,0.46749838912594943,1.5034771057538803,18.291163243835214,11.446895185344152,9.443088907000726,1.348099697387717,1.7608635037834521,1.0972986735048311,1.907327059899994,0.9649150833430776,0.006660645297098938,1.2893395980619595,2.6216519544721284,957
4893,0.21,0.36,18.1,0.046,1.04679,2.8,0.45,2.6,2,2.73,M,Desc,1.0,6.666666666666667,0.4624479240865873,0.18328268610616438,8.689936741216398,22.080206604480747,11.873249358411085,9.482189408844174,1.510031777430382,1.5711433066538096,1.093695186496649,0.8563289655732842,1.3645593560288818,1.3811950012068959,1.2650414582201301,0.4016847700245141,341
4894,-1.02,0.42,12.3,0.066,1.0125,2.96,0.44,4.0,3,1.68,B,**,1.0,0.0,0.22775029540421088,0.7961968863056049,1.8051336900211221,23.695387234266697,10.714667112386719,9.87763752168242,1.4007008742732672,1.6459981629656495,1.0900786673947154,1.0621200115297786,1.6712221139600012,0.21344929807750454,0.8876350588325205,7.61063208915971,543
4895,-1.84,0.25,31.9,-0.766,1.01843,3.89,-0.26,15.7,1,1.26,MB,****,1.0,0.0,0.10747945496368017,0.7240600996202076,0.07508028504738505,19.399560472804033,14.868939247751936,0.24900395867995187,1.42147270143245,2.0270837249451596,0.7975653943354777,2.104161532927348,0.9649150833430776,0.031226783129900126,0.6095605863276654,6.293283580294546,1381
4896,0.41,0.0,7.8,0.185,0.99576,2.15,1.66,4.4,2,2.3,R,**,2.0,0.0,0.26188124905370747,0.3335890762146483,10.295976801854184,14.455698009804815,9.856733441693953,12.397583848825901,1.336460225962601,1.2207233404287237,1.4561195015859008,1.1139563774139538,1.3645593560288818,0.779962894184022,0.9518636315909647,1.333777551524919,391
4897,0.1,0.35,4.9,0.152,0.9947,4.47,0.79,12.7,2,1.39,B,**,3.0,0.0,0.29114037210785626,0.5239046918570911,7.864627617792783,21.821923041342732,9.322810228741332,11.670117244579336,1.332068007030989,2.232047508296864,1.2094669303603842,1.8924842317657906,1.3645593560288818,0.07023375788989472,1.003657473804172,3.293173203122411,740
4898,0.33,0.35,1.2,-0.235,0.9889,3.19,0.52,13.0,2,1.0,MM,Desc,2.0,6.666666666666667,0.3951358788980638,0.6523871866255497,9.63722869738497,21.821923041342732,8.663181418053378,4.780237441113343,1.307229870892751,1.7479950742918102,1.1186510928241102,1.9147053262575566,1.3645593560288818,1e-08,1.1693251050444466,5.1082978429098596,356
4899,0.75,0.3,52.0,-0.616,1.00282,2.9,0.44,8.7,3,1.0,B,Desc,3.0,0.0,0.15738361338590146,0.0059134882684410695,13.338595939033084,20.57512370979586,19.8344717807072,0.9519160415969329,1.3646647020209117,1.6183333878005741,1.0900786673947154,1.5663644686311475,1.6712221139600012,1e-08,0.7377759263189373,0.0003554533651292988,794
4900,0.41,0.24,7.9,0.044,0.99512,2.63,0.36,6.3,1,1.0,M,*,1.0,0.0,0.7047714471209036,0.2910202109942366,10.295976801854184,19.172633809843806,9.87540974132271,9.443088907000726,1.3338135127205994,1.4874883062387885,1.060665785740293,1.3329284666683832,0.9649150833430776,1e-08,1.5617815881641461,1.0146697281772794,243
4901,1.16,1.65,5.4,0.038,0.99305,1.84,1.54,11.0,2,1.05,M,**,3.0,6.666666666666667,0.8933956116640759,0.3472002335402119,17.530773607636107,100.7413350818696,9.413805337694365,9.326272102678063,1.3251433640851866,1.0117209671563159,1.425505590551165,1.7612771011266364,1.3645593560288818,0.0011603327212733436,1.7584387448924865,1.4450017701156808,548
4902,0.21,0.29,3.1,-0.923,0.97601,3.0,0.6,9.4,3,3.91,R,***,3.0,0.0,0.12882295296624857,0.5947745306971383,8.689936741216398,20.334445877429346,8.998886966602884,1e-08,1.2463079480299246,1.6641858724604952,1.1464297618069148,1.6281576887378693,1.6712221139600012,3.907678269933885,0.6674182929540426,4.245303345396545,682
4903,0.27,-1.14,6.6,0.045,0.99364,3.16,0.84,10.1,2,3.38,R,***,1.0,6.666666666666667,0.04186373840224822,0.9509969846200741,9.157458189220398,3.779951188470964,9.63399664879243,9.462629059980623,1.327631905916654,1.7350312044860536,1.2254157596852266,1.6876899212243768,1.3645593560288818,2.613945453915255,0.3800361337660535,10.859817669437028,533
4904,0.48,1.34,-55.0,-0.259,0.92862,4.47,0.46,16.9,3,5.34,B,**,2.0,13.333333333333334,0.6069018524130056,0.3332409659404091,10.89024460599892,69.95104405247129,1.619322337848999,4.452564171635387,0.8599765110839221,2.232047508296864,1.0972986735048311,2.183093088331043,1.6712221139600012,8.691561410140581,1.449266859285046,1.3309913606582784,1021
4905,0.24,0.29,8.5,0.037,0.99395,2.9,1.82,5.3,5,4.87,R,Desc,2.0,0.0,0.9216723351353482,0.008913147032724167,8.922166332698326,20.334445877429346,9.987838755191579,9.30687332088374,1.3289338567161362,1.6183333878005741,1.4955325691052392,1.222578654946962,2.1575230219663686,6.911047089664462,1.7860543321918985,0.0008557484974422728,147
4906,-0.115,1.85,8.3,0.174,0.94949,3.3,0.3,12.5,1,2.95,M,****,1.0,0.0,0.3689313078172586,0.6615251006647059,6.370398849610287,127.47057970736213,9.950291709407413,12.152651278821644,1.0816059077089861,1.794728283105314,1.0380241018724061,1.8775240668331135,0.9649150833430776,1.7547840411521474,1.1298720929615864,5.252508593075183,617
4907,0.18,0.72,9.6,0.036,0.97297,2.16,0.46,14.7,3,1.2,M,***,3.0,6.666666666666667,0.5391925297393152,0.12726715193415938,8.460769414774614,33.72618349981275,10.195611409427725,9.28749473497307,1.2305556306396523,1.226872707443671,1.0972986735048311,2.0360491219339876,1.6712221139600012,0.018483660763817956,1.366012633980705,0.19323253744134833,377
4908,1.61,-1.19,-18.9,0.036,0.96179,3.06,0.38,14.9,2,4.64,R,**,2.0,6.666666666666667,0.2886587727095886,0.844904183272943,22.79033120314838,3.56398302626378,5.502607607233985,9.28749473497307,1.166702197776464,1.691100711522915,1.068100507764651,2.0498526710163256,1.3645593560288818,6.114018902482748,0.9993687866842441,8.57086426857965,794
4909,-0.17,0.3,8.7,0.079,1.02864,3.18,-1.24,10.6,2,4.79,M,*,1.0,0.0,0.4381807743014312,0.5664932311739644,6.013417967586646,20.57512370979586,10.025456508803614,10.139010812070948,1.4552381088672992,1.7436844936357407,0.15186132366368016,1.7289583959898647,1.3645593560288818,6.6282829501715055,1.2313919975224619,3.8508691326013187,353
4910,0.19,0.42,45.6,0.056,0.9995,4.38,0.44,8.8,2,2.51,R,**,2.0,0.0,0.7065162460668525,0.4709691808541592,8.536818271917417,23.695387234266697,18.175910916237367,9.678903671080624,1.3516211354692997,2.2014939431372333,1.0900786673947154,1.5753404779800582,1.3645593560288818,1.0522706424703288,1.5637140273153445,2.6607636069219356,650
4911,1.7,0.4,-50.4,0.024,0.9999,3.15,-0.5,11.2,4,1.85,R,*,3.0,6.666666666666667,0.42560360887645676,0.2736136712258722,23.924923878334713,23.144275190703553,1.9860758383291277,9.056526982970002,1.3532127311477422,1.7306883353560871,0.6737018522653031,1.777216073778776,1.9297524380738358,0.33348565351273757,1.2135851392418713,0.8967338403125865,770
4912,-0.27,0.35,1.5,0.039,0.97052,2.55,1.49,12.2,3,1.0,R,**,3.0,0.0,0.3699588288904414,0.08160578225299708,5.390731322965107,21.821923041342732,8.715763310330795,9.34569108035604,1.21740535756412,1.4464481082899334,1.4124679116813517,1.8548575963185563,1.6712221139600012,1e-08,1.1314450200783839,0.07911614010859572,668
4913,0.65,2.23,-23.6,0.044,0.991,3.31,-1.33,12.2,3,1.95,R,Desc,2.0,0.0,0.4691476270741345,0.30556673030899695,12.40287775697463,199.33990760222486,4.866589265140163,9.443088907000726,1.3163859175068564,1.7989165563140639,0.06485775671091884,1.8548575963185563,1.6712221139600012,0.41655339824784415,1.274174914865619,1.118814786499909,648
4914,0.55,1.34,-45.85,0.026,0.9726,3.18,-0.64,11.0,1,1.85,MB,Desc,3.0,0.0,0.8249641252791691,0.5528330955707621,11.501184742028881,69.95104405247129,2.385639683266558,9.094819649467311,1.228596605992432,1.7436844936357407,0.5936633930644925,1.7612771011266364,0.9649150833430776,0.33348565351273757,1.689740527510301,3.667240145014198,963
4915,1.5,1.04,3.6,-0.024,1.02367,3.0,0.78,9.6,3,1.68,B,***,1.0,0.0,0.5394818342798339,0.8400284956884096,21.441034506189062,49.14629834335566,9.088291149428754,8.161738047418703,1.4390985959036229,1.6641858724604952,1.2062464119042993,1.6453867038908638,1.6712221139600012,0.21344929807750454,1.3663791488603485,8.472174558780267,716
4916,-0.59,-1.08,11.4,-0.117,0.97109,2.77,0.31,9.0,3,4.82,R,**,2.0,6.666666666666667,0.4880006577534487,0.7441881549361036,3.6267831831735737,4.056456931850907,10.540216711219275,6.560498795961955,1.2205028965279905,1.5567073555536899,1.0418334956298392,1.5931407870954277,1.6712221139600012,6.733627384487428,1.2995321207003219,6.648275579922767,472
4917,0.22,0.34,-40.1,0.118,1.03058,3.81,0.57,3.5,2,3.91,M,Desc,2.0,0.0,0.7856755239913605,0.6767783720096241,8.76700635337258,21.566660754236345,2.942928892614745,10.943609309261133,1.4613948254960278,1.9971627616986884,1.136102977515293,0.993528587424899,1.3645593560288818,3.907678269933885,1.6490060221474512,5.497701288089883,368
4918,0.655,2.08,5.6,0.033,0.9936,4.6,0.51,13.7,2,2.29,R,**,2.0,0.0,0.42733528566571777,0.13967501663167536,12.448855568358626,167.08696039553845,9.450327119974359,9.229480152542981,1.3274636329980787,2.2754562712848077,1.1151238677549737,1.9655778532546502,1.3645593560288818,0.7680109649424475,1.2160523411305921,0.23290261367357676,273
4919,0.34,0.32,-26.5,0.051,1.02406,4.12,-0.48,10.4,3,2.47,R,*,1.0,0.0,0.027058794667631947,0.6554181424458719,9.71838132959468,21.065059055830158,4.493632422342371,9.58029409141673,1.4403848165421642,2.1107451895479192,0.6846303686475462,1.7125703457432762,1.6712221139600012,0.9972648983670934,0.30525134021916384,5.155908637944846,410
4920,0.22,0.33,1.2,-0.238,1.01628,3.08,1.18,13.7,4,1.98,R,**,3.0,0.0,0.41633137330808334,0.6455850995693431,8.76700635337258,21.31438440173779,8.663181418053378,4.738642112093515,1.4140470915543086,1.6999776320054076,1.3276038481176584,1.9655778532546502,1.9297524380738358,0.4432732284526105,1.2002882730941722,5.002253394730074,500
4921,0.47,0.3,-17.15,0.044,0.9946,2.42,0.56,5.6,2,5.13,R,*,3.0,0.0,0.9515723150882823,0.6483382739087976,10.804328450393434,20.57512370979586,5.749399379964378,9.443088907000726,1.3316513974409478,1.3771517587907316,1.132636881020674,1.256701430909038,1.3645593560288818,7.870819363459207,1.8147981793772243,5.045041357155432,526
4922,-2.05,1.82,32.8,0.035,1.00808,3.17,0.55,15.0,2,1.29,B,***,2.0,0.0,0.6105671139501347,0.9904683638462922,1e-08,123.04943447602149,15.076003634526195,9.268136344946054,1.3845948440390108,1.73936323030672,1.129158728903081,2.056719705221172,1.3645593560288818,0.03884415670202642,1.4536375649776603,11.78047453654375,926
4923,0.22,-0.4,-97.8,-0.176,0.9908,2.2,2.32,11.4,2,1.8,M,Desc,1.0,0.0,0.3698292250308386,0.8921068541333338,8.76700635337258,9.02889389401192,1e-08,5.635217183038807,1.3155221188684103,1.2511679766845738,1.6095487323178255,1.793013362705992,1.3645593560288818,0.2954123711148653,1.1312467432923612,9.555850028987896,575
4924,0.27,1.91,-27.7,0.064,1.03241,3.29,-0.39,14.2,3,1.43,MB,**,1.0,0.0,0.991225293467216,0.6767054762052388,9.157458189220398,136.7951306456281,4.343653984323043,9.837729184492833,1.4671319795170708,1.7905302130306116,0.7323824483918088,2.001123724827293,1.6712221139600012,0.08537350554240401,1.852229995425874,5.496516204458199,610
